Locationid,RecipeName,PLU,Salesdate,Quantity,NetSalesPrice,CostPrice,Year,Month,Day,WeekDay,YearDay
352,Coppa Gelato,2656,2017-03-04 00:00:00.000,9,0.211733333333333,0.0369777777777778,2017,3,4,6,63
352,Coppa Gelato,2656,2017-03-02 00:00:00.000,2,0.27115,0.0369777777777778,2017,3,2,4,61
352,Coppa Gelato,2656,2017-03-01 00:00:00.000,2,0.37885,0.0369777777777778,2017,3,1,3,60
352,Promos and Set Menus (Zonal only),4070,2017-03-05 00:00:00.000,1083,0.128738319482918,0.000696666666666667,2017,3,5,0,64
352,Promos and Set Menus (Zonal only),4070,2017-03-04 00:00:00.000,2045,0.149694278728606,0.000696666666666667,2017,3,4,6,63
352,Promos and Set Menus (Zonal only),4070,2017-03-02 00:00:00.000,465,0.176602365591398,0.000696666666666667,2017,3,2,4,61
352,Promos and Set Menus (Zonal only),4070,2017-03-03 00:00:00.000,703,0.259602987197724,0.000696666666666667,2017,3,3,5,62
352,Promos and Set Menus (Zonal only),4070,2017-03-01 00:00:00.000,362,0.352887569060773,0.000696666666666667,2017,3,1,3,60
446,Pennette Formaggi Main,2628,2017-03-03 00:00:00.000,1,9.08,1.34076318172404,2017,3,3,5,62
446,Superboost Side Salad,3252,2017-03-02 00:00:00.000,3,3.89,0.749267788427406,2017,3,2,4,61
446,Superboost Side Salad,3252,2017-03-03 00:00:00.000,1,4.17,0.749267788427406,2017,3,3,5,62
446,Superboost Side Salad,3252,2017-03-04 00:00:00.000,1,4.17,0.749267788427406,2017,3,4,6,63
446,Superboost Side Salad,3252,2017-03-05 00:00:00.000,1,4.17,0.749267788427406,2017,3,5,0,64
446,Extra Red Onion (28g),2123,2017-03-02 00:00:00.000,1,0,0.0281013967925504,2017,3,2,4,61
446,Extra Red Onion (28g),2123,2017-03-01 00:00:00.000,2,0.55,0.0281013967925504,2017,3,1,3,60
446,Extra Ham (30g),2120,2017-03-01 00:00:00.000,1,0,0.1934,2017,3,1,3,60
446,Extra Ham (30g),2120,2017-03-02 00:00:00.000,1,0,0.1934,2017,3,2,4,61
446,Extra Ham (30g),2120,2017-03-04 00:00:00.000,2,0,0.1934,2017,3,4,6,63
446,Extra Ham (30g),2120,2017-03-03 00:00:00.000,1,1.37,0.1934,2017,3,3,5,62
446,Extra Garlic Oil (5ml),2986,2017-03-05 00:00:00.000,1,0,0.0165224501884761,2017,3,5,0,64
446,No Pepperoni (18 Slices),2303,2017-03-04 00:00:00.000,-1,0,0.127218,2017,3,4,6,63
352,Extra Ham (30g),2120,2017-03-03 00:00:00.000,3,1.2946,0.1934,2017,3,3,5,62
352,Extra Ham (30g),2120,2017-03-04 00:00:00.000,2,1.45835,0.1934,2017,3,4,6,63
352,Extra Anchovy (3 Fillets),2111,2017-03-04 00:00:00.000,0,0,0.11829577911774,2017,3,4,6,63
